decision_id,label,default,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,brand,carrier,device_name,gms_version,manufacturer,network_type,screen_height,screen_width,screen_dpi
0fded339-6589-4010-b2d0-be36b6d07dd1,modeling,0,0,25057.4,1895.95,0,148,14868,0,0,0,0,3191.5,1236.65,1,2,560,13,0.8,0,0,0,0,0,91721.67,249,0,0,0.96,262895.41,0,20598.71,0.58,1.17,0,0,0,2,23,754.041261,7825.26,0,17706.41,0,767.09,0,0,0,0,14771,0,0,xiaomi,Vi India,Xiaomi Redmi Y2,20.47.14 (100306-349456378),Xiaomi,4G,1344,720,xhdpi
1347e37a-4e1d-455d-84d6-832d5f608328,modeling,1,7,3511198.6,16746,0,368,542944,0,0,3,15000,414549.44,35630.28,0,30701,125063,75,1.87,0,0,0,0,0,6520341.91,185732,1,0,,6520341.91,0,3511198.6,14.15,0.99,0,0,0,65,65,26401.35004,296151.27,0,296151.27,0,252086.05,5,45058.5,0,0,39913.74,0,0,943a681d922e77b,,638b5f4f86dfed5d 943a681d9bc971d,20.36.15 (100300-333172415),638b5f4f86dfed5d,Wifi,1920,1080,xhdpi
1cbd726a-719d-4afe-9a9b-2ad213928e4d,modeling,1,1,15750.21,233839.26,0,33,276954.94,1,0,3,0,0,1021.97,0,7138,3009,0,2.04,0,0,0,0,0,155562.7,11908,0,0,3.56,188043.39,0,15750.21,0.29,2.5,0,0,0,0,0,10639.36515,140824.55,0,264615.54,0,664.39,1,37.25,0,0,3254.78,0,0,samsung,Jio 4G,Samsung SM-J600G,20.36.15 (120306-333172415),samsung,Unknown,1384,720,xhdpi
26e6163c-aab3-4aff-9fb3-64987ba47239,modeling,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18176.61091,,,,,,,,,,,,,samsung,Jio 4G,Samsung SM-G610F,20.50.16 (040308-351607135),samsung,4G,1920,1080,xxhdpi
280add1e-23bc-444d-b2d5-ca0053670810,modeling,0,0,7269.78,9644.57,0,66,4917,0,0,2,0,10969.35,455.23,1,4,23,13,0.91,0,0,0,0,0,77430.54,7553.15,0,0,5.71,83306.24,0,7269.78,0.62,2.35,,0,0,0,0,1183.762608,2500.17,0,21301.61,0,310.91,0,0,0,0,1492,,0,xiaomi,IND airtel,Xiaomi Redmi 6,20.50.16 (100306-351607135),Xiaomi,4G,1344,720,xhdpi
2d832aa2-ed74-47d9-8084-480624c7cd43,modeling,0,15,850320.54,232.12,0,265,85328,0,0,3,51458.38,222011.52,5246.79,1,8.07,0.03,44,1.15,0,1,0,0,0,965409.11,136319.02,2,0,,965409.11,0,850320.54,7.57,0.97,,0,0,17,20,14573.15629,85328,1,85593.53,1,28344.02,5,28992.48,0,0,8397.1,,0,,,,,,,,,
3c82df1e-7623-4bcc-96d0-a20781bf7d82,modeling,1,1,75449.53,6090.3,0,77,41314.52,0,0,1,0,0,1074,2,10150.5,11473,0,1.7,0,0,0,0,0,197615.9,10888,0,0,,197615.9,0,75449.53,3.67,1.54,0,0,0,0,0,301.626698,24788.71,0,24788.71,0,6107.82,1,0,0,0,1793.33,0,0,,,,,,,,,
4003340f-801d-4b62-a51a-d0c4808f0faa,modeling,0,,2653.17,5253.57,0,7,8637.2,1,0,7,,0,86.03,0,13.2,1013.2,0,2.69,,,0,,0,15744,,,0,,17244,0,577.02,0.01,0.99,0,,,1,1,1082.188265,4391.8,0,7462.03,,19.96,,,,0,1000,0,,vivo,Jio 4G,Vivo 1603,21.02.14 (040306-352619232),vivo,4G,1280,720,xhdpi
52d7c56a-5488-4c26-be94-a4fb950f61a4,modeling,1,0,37220.92,8643.96,0,39,31064.38,0,0,0,153500,243.9,750.18,0,19,19,1,1.9,0,0,0,0,0,137282.98,61840,2,0,,137282.98,0,37220.92,0.32,0.97,0,0,0,0,0,2801.655041,17257.99,0,25941.99,0,1240.7,0,0,0,0,2914.03,0,0,vivo,Jio 4G,Vivo V2025,20.45.16 (150400-344294571),vivo,Unknown_0,2208,1080,xhdpi
7703b9f9-b6b9-44ae-b454-7e6175230cc9,modeling,0,,789.17,0,0,0,2,0,0,0,0,0,0,0,1,2,0,,0,0,0,0,0,0,0,0,0,,0,0,453.44,0,0,0,0,0,0,0,6158.227376,7.5,0,0.19,0,15.11,,,0,0,1578.33,0,0,vivo,Idea,Vivo 1610,21.02.14 (040306-352619232),vivo,4G,1280,720,xhdpi
78ff8438-ddbb-4166-a16c-e68f6d1b5567,modeling,0,,10743.73,25096.52,,2,59082.94,,,,,24.79,3.81,,59079.94,59082.94,0,1.72,,,0,,0,697.5,,,0,,697.5,,9076.98,0.01,0.01,,,,0,0,1447.670944,38532.35,0,25173.71,,302.57,,,,0,3,,,samsung,airtel,Samsung SM-J701F,20.36.15 (100306-333172415),samsung,4G,1280,720,xhdpi
86861823-502b-4986-9e98-5f15f3dbf70d,modeling,0,0,26236.35,102641.13,0,27,182037,1,0,8,0,3642.62,570.88,0,121880,165128,0,2.57,0,0,0,0,0,99971.28,1000,0,0,26.34,104471.28,0,26236.35,0.18,4.99,0,0,0,0,0,,97519.82,0,135075.95,0,1053.02,0,0,0,0,5,0,0,xiaomi,Jio 4G,Xiaomi Redmi Note 4,20.39.15 (040408-335085812),Xiaomi,4G,1920,1080,xxhdpi
96fc8470-5fcc-40c0-9175-bcf4e48e955a,modeling,0,4,35109.72,4967.29,0,73,20334.18,0,0,2,177640,21100.94,811.72,0,14,129,25,0.72,1,0,0,0,0,148543.85,50279,4,0,8.8,148543.85,0,35109.72,1.14,1.98,0,1,0,0,0,3130.836873,10339.41,0,26929.37,0,1170.32,1,0,589,0,1431.67,0,0,xiaomi,airtel,Xiaomi Redmi Y2,20.45.16 (040306-344294571),Xiaomi,4G,1344,720,xhdpi
ac2ab682-cb6a-43f9-b833-72ebe54fae58,modeling,1,0,132011.11,50419.32,0,66,325111,0,0,0,0,15316.67,4509.44,0,18344.9,19700.3,4,1.23,0,0,0,0,0,825227,42700,0,0,,825227,0,3617.45,0.01,1.04,0,0,0,0,0,973.420343,171111.05,0,2939.31,0,120.58,0,0,0,0,3892.93,0,0,samsung,Idea,Samsung SM-G950W,20.39.15 (100408-335085812),samsung,4G,2076,1080,xxhdpi
b1697b37-7204-4f0b-aa52-5d38a4b0dd5d,modeling,1,,7779.96,10664.27,0,35,17021.45,0,0,0,0,0,280.2,0,3021,2571.45,0,2.87,0,0,0,0,0,45060.34,0,0,0,23.66,51556.6,0,6765.18,0.2,2.53,0,0,0,0,0,665345.7311,9456.36,0,16375.92,0,263.73,,,0,0,,0,0,Xiaomi,!dea,Xiaomi Redmi 8,20.45.16 (100406-344294571),Xiaomi,3G,1369,720,xhdpi
b2ea5f77-7963-4e7c-aba5-a79311f16475,modeling,0,1,50837.03,1248.54,0,135,17121.94,0,0,1,0,16417.33,1774.2,1,1045,2808,26,1.02,0,0,0,0,0,141091.85,0,0,0,0.6,398355.24,0,40512.56,0.57,1.19,0,0,0,0,0,,8706.07,0,23381.16,0,1521.36,0,0,,0,1612.4,0,0,OPPO,Jio 4G,OPPO CPH1909,20.50.16 (040406-351607135),OPPO,4G,1424,720,xhdpi
c4bf8b9e-7d45-4b46-9115-5b50cad6b4fa,modeling,0,,4972017.86,445697.47,0,6,9790442.02,0,0,2,0,0,51537.21,0,817112.02,2047984.02,0,1.87,0,0,0,0,0,9431309,0,0,0,,9431309,0,4972017.86,0.23,1.02,0,0,0,0,0,905.942649,5340241.1,0,5340241.1,0,356965.38,,,11800,0,,0,0,OPPO,JIO 4G,OPPO CPH1909,20.50.16 (040406-351607135),OPPO,4G,1424,720,xhdpi
da57ad89-ff68-446c-a15f-10c24b1dcef7,modeling,1,2,127796.6,1679.38,0,172,95024.51,1,0,0,0,58571.43,3307.52,0,612,2377,32,1.41,0,0,0,0,0,501620.5,24801,0,0,2.01,605276.5,0,127796.6,1.47,0.97,0,0,0,1,7,,48317.55,0,52695.78,0,5352.17,0,0,0,0,6612.9,0,0,,,,,,,,,
df706d19-c768-4597-ac13-56ceded175dd,modeling,0,2,39825.45,2043.35,0,28,49567,0,0,1,3632,4916.67,853.77,0,25.19,38767,1,1.46,0,0,0,0,0,144382,2300,1,0,4.97,156240,0,17921.45,0.08,0.88,0,0,0,2,6,419.591227,29740.2,0,9534.61,0,597.38,2,3764.89,0,0,11195,0,0,samsung,Jio 4G,Samsung SM-A505F,21.02.14 (120400-352619232),samsung,Unknown_0,2257,1080,xhdpi
ed90bc11-03d1-41e5-be06-1710d61eab50,modeling,0,0,17229.16,1246.68,2,217,3114,1,0,1,0,11603.62,491.62,0,104,485,102,0.18,0,0,0,0,0,49067.5,0,0,0,0.2,268503.92,0,23965.35,0.55,1.04,,0,0,0,1,1156.976742,10380,0,13334.47,0,798.84,0,0,,0,,,0,vivo,airtel,Vivo 1803,20.50.16 (040406-351607135),vivo,4G,1436,720,xhdpi
f6677309-16a9-424e-87f6-42d5f3b0d320,modeling,0,0,38729.32,1133.05,1,114,39542,0,0,1,10000,15111.67,1207.05,0,45.8,13605,38,1.74,0,0,0,0,0,190218.07,30000,1,0,3.5,372565.84,0,26844.39,0.28,0.98,0,0,0,0,0,,39542,0,18373.19,0,961.1,0,0,0,0,5459.41,0,0,OPPO,Jio 4G,OPPO CPH1809,20.33.15 (040406-330018294),OPPO,4G,1424,720,xhdpi
f95295e9-5f45-4aed-8256-5c965522afa3,modeling,0,1,116472.75,38084.39,0,81,28027,1,0,2,0,31880.37,2454.98,0,1404.7,23507.22,16,0.28,0,0,0,0,0,451666.66,1440,0,0,0.24,451716.66,0,116472.75,0.85,1.23,0,0,0,0,8,1869.163208,14251.02,0,85390.02,0,3882.43,0,0,0,0,2816.67,0,0,xiaomi,Jio 4G,Xiaomi Redmi Y1,20.50.16 (040406-351607135),Xiaomi,4G,1280,720,xhdpi
f9711489-0570-4dd6-841e-e0cf06c40642,modeling,0,1,157321.91,37.36,0,80,133396.32,0,0,1,0,0,959.75,1,68.5,125958,0,1.87,0,0,0,0,0,176593.9,7117,0,0,,176593.9,0,157321.91,3.08,0.6,0,0,0,0,0,62274.19363,72761.63,0,72761.63,0,11294.91,1,0,0,0,3369.96,0,0,OPPO,Airtel,OPPO CPH1923,20.50.16 (100406-351607135),OPPO,Wifi,1412,720,xhdpi
fcac07cc-9f00-4817-bb61-437d00d0c878,modeling,1,0,5907.17,4883.26,0,10,5097.69,0,0,0,0,3083.33,220.51,0,94.69,97.69,9,3,0,0,0,0,0,18650.42,0,0,0,9.48,66353.12,0,5419.02,0.03,3.73,0,0,0,0,0,156323.0037,19116.34,0,8926.59,0,180.63,0,0,0,0,5000,0,0,OPPO,airtel,OPPO CPH1609,20.09.14 (040408-300565878),OPPO,Unknown_0,1920,1080,xxhdpi
039d0562-1f3e-4bfe-be7d-15e4c86227c0,modeling,0,0,37337.66,394.56,0,230,36019,0,0,2,0,13926,960.61,0,203,2734,26,1,0,0,0,0,0,169577.16,2200,0,0,2.02,175791.36,0,37337.66,2.23,1.35,0,0,0,2,2,543.443936,18314.75,0,32169.91,0,1244.59,0,0,188,0,1865.61,0,0,OnePlus,Jio 4G,OnePlus GM1911,20.50.16 (120400-351607135),OnePlus,Unknown_0,3064,1440,xxhdpi
0707635c-6a9c-453b-8d5a-f853ce4524aa,modeling,1,1,12412.28,5058.6,0,34,1827,0,0,6,0,2424.58,115.76,0,23,1665,21,0.27,0,0,0,0,0,11762.5,100,0,0,0.32,37684.3,0,6825.95,0.11,0.22,0,0,0,0,0,6847.726048,1034.15,0,11532.74,0,248.8,0,0,0,0,71.95,0,0,vivo,airtel,Vivo 1904,20.50.16 (100406-351607135),vivo,4G,1407,720,xhdpi
1b42836a-32f0-43f2-a0b7-6cc8e3b45447,modeling,0,0,17332.58,40617.93,0,56,60646.55,1,0,1,0,11374,897.05,0,1034.55,459,51,2.65,0,0,0,0,0,73567,0,0,0,4.15,288214.44,0,19771.36,0.14,1.19,0,0,0,0,0,17911.28592,35674.44,0,54402.21,0,692.16,0,0,0,0,2502.5,0,0,vivo,Jio 4G,Vivo 1716,20.47.13 (040406-344095733),vivo,4G,1356,720,xhdpi
27139a3f-5e98-4c60-9002-a201b2e772d6,modeling,0,,403765.96,11216.38,0,325,75057.89,0,0,1,0,9572.83,14092.89,0,857,8264.59,3,0.64,0,0,0,0,0,1362731.43,0,0,0,0.6,2660829.42,0,386871.36,1.68,1,0,0,0,2,2,7133.355392,38165.03,0,100801.24,0,12895.71,,,0,0,5386,0,0,vivo,Idea,Vivo 1726,20.33.15 (040406-330018294),vivo,4G,1436,720,xhdpi
33a05966-f510-4852-8b57-3c5f09c4686e,modeling,0,1,82059.21,22706.58,0,171,77155,0,0,2,0,10237.27,2307.98,0,47852.92,74175,58,0.7,0,0,0,0,0,280555.97,6915.12,0,0,0.79,629144.9,0,49023.92,0.44,0.83,0,0,0,0,0,168882.9937,39231.36,0,46158.96,0,1752.83,0,0,0,0,2916.49,0,0,samsung,Jio 4G,Samsung SM-A105F,20.47.14 (120300-349456378),samsung,Unknown_0,1370,720,xhdpi
37024e1e-83a9-4496-8425-d746683850f8,modeling,1,0,45953.25,43.48,0,78,18255.38,0,0,2,0,2634.83,1509.05,1,30.88,509.78,10,0.26,1,0,0,0,0,230542.02,0,0,0,0.75,279518.72,0,37360.16,0.35,1,1178,1,0,0,0,8224.201579,10531.95,0,64118.51,0,1245.34,0,0,1278,0,559.67,1178,0,xiaomi,,Xiaomi Redmi Note 7 Pro,20.42.17 (100400-342117392),Xiaomi,Wifi,2131,1080,xhdpi
45d19f6d-dbd1-455f-b2dd-c8b2747118e6,modeling,1,0,260.48,39980.97,3,16,30560.48,0,0,3,0,118.33,423.15,0,25560.48,25228,3,0.75,0,0,0,0,0,20002,18.88,0,0,0.39,77859,0,233.26,0.09,22.74,,0,0,0,0,,18336.29,0,49781.67,0,9.14,0,0,0,0,18.88,,0,OPPO,Idea,OPPO CPH2095,20.39.15 (120408-335085812),OPPO,Unknown_0,2172,1080,xxhdpi
47a27876-e766-4347-a244-61e35eadea35,modeling,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.637111,,,,,,,,,,,,,OnePlus,IND airtel,OnePlus HD1901,20.50.16 (120400-351607135),OnePlus,Unknown_0,2290,1080,xhdpi
59b15964-c796-44af-894b-a442753c89d8,modeling,0,0,2233431.53,32220.71,0,143,296263.86,0,0,3,603929,74347.83,24982.37,0,2466.93,22619,1,1.35,0,0,0,0,0,4546790.77,620897.56,10,0,10.1,4546790.77,0,2233431.53,2.07,0.89,4500,0,0,2,2,428.582108,296263.86,0,328602.71,0,74447.72,0,0,,0,71097.83,4500,0,xiaomi,Jio 4G,Xiaomi Redmi Note 7 Pro,20.36.15 (100400-333172415),Xiaomi,4G,2131,1080,xhdpi
5e60755f-3543-4626-8d48-bbe5ac864eef,modeling,0,6,959734.1,2484.96,0,341,87260.02,0,0,2,5500,64416.63,6529.54,4,1099.12,10501,31,1.19,0,0,0,0,0,1194906.28,1800,1,1,,1194906.28,1,959734.1,8.97,0.98,0,0,0,19,19,647.979312,44369.5,0,96669.86,0,31991.14,1,176,0,1,6369.3,0,0,vivo,Jio 4G,Vivo 1916,20.47.14 (100406-349456378),vivo,4G,1407,720,xhdpi
5e790332-9516-4fca-8491-38c3465c59be,modeling,1,1,9870.12,63251.87,1,81,12112,0,0,8,1500000,6057.05,1298.4,0,2832,9629,11,0.36,0,0,0,0,0,164986.36,14936.77,1,0,1.05,286651.11,0,8347.29,0.38,2.8,0,0,0,1,3,6148.460016,6264.83,0,88184.86,0,278.24,0,0,,0,2412.04,0,0,xiaomi,Jio 4G,Xiaomi Redmi Note 7,20.47.14 (100400-349456378),Xiaomi,4G,2131,1080,xhdpi
6a5faf33-4c1f-4c93-b283-7ceda7f08912,modeling,0,0,23360.08,13753.65,2,59,75478,0,0,3,0,4365.49,804.12,1,21.48,39987.62,4,2.97,0,1,0,0,0,89118.64,0,0,0,46.97,166690.22,0,11968.97,0.16,2.34,,0,0,1,4,2882.620415,40434.64,0,39058.43,0,398.97,0,0,436,0,4672.12,2768.33,0,vivo,Jio 4G,Vivo 1713,20.50.16 (040406-351607135),vivo,4G,1280,720,xhdpi
6d3de440-dd90-4589-acc1-947fe0b51d3a,modeling,1,2,145523.61,3294.24,0,172,96503.51,1,0,0,0,71250,3071.41,0,612,13691.62,31,1.39,0,0,0,0,0,456552.28,24801,0,0,1.79,562067.28,0,145523.61,1.43,0.98,0,0,0,2,8,,49069.58,0,50897.07,0,4850.79,0,0,0,0,8575.5,0,0,,,,,,,,,
7912ff77-f726-4aaa-a4b5-50aee45ba78e,modeling,0,,6236.41,1589.65,0,46,,2,0,0,,1717.54,163.49,0,58.51,12050,3,0,,,0,,0,16550.05,,,0,,29918.35,0,6236.41,0.33,0.7,0,,,0,0,1076.464039,,0,6659.96,,252.11,,,0,0,,0,,Xiaomi,airtel,Xiaomi Redmi 8,20.50.16 (100406-351607135),Xiaomi,4G,1369,720,xhdpi
86796a34-c9f3-47c1-ae0a-965b2f0b1d20,modeling,0,,345336.45,275393.68,0,116,461432.11,2,0,1,,16.67,11188.26,0,222395.11,89187.41,0,0.91,,,0,,0,1636560.48,,,0,1.69,2047452.15,0,309256.53,0.68,1.31,0,,,3,10,2396.003316,234626.5,0,504167.54,,12117.07,,,0,0,10486.63,0,,vivo,Vodafone IN,Vivo 1907,20.47.14 (120408-349456378),vivo,Unknown_0,2141,1080,xxhdpi
8c8d6fd3-e113-4974-abb3-3159c8c0cd1b,modeling,0,1,803369,19996.18,0,142,169146.44,0,0,6,0,78205.86,5824.9,0,8031.53,268.74,4,0.83,0,0,0,0,0,1065957.06,51190.64,0,0,,1065957.06,0,803369,3.84,1.08,1075.67,0,0,6,8,5312.3917,86006.66,0,250297.06,0,26778.97,1,0,825,0,6735.63,1075.67,0,vivo,Airtel,Vivo 1920,20.50.16 (120408-351607135),vivo,Unknown,2141,1080,xxhdpi
9119ef1b-1db9-48fe-a3b5-d548c9ee5d17,modeling,0,0,55639.28,13877.53,0,182,44747.75,0,0,10,0,7121.93,1974.79,0,169.3,2.75,32,0.06,0,0,0,0,0,175392.09,0,0,0,0.04,800095.16,0,58603.74,0.43,1.33,0,0,0,0,0,6056.234442,23145.39,0,55778.84,0,1953.46,0,0,0,0,1718.57,0,0,samsung,Vodafone IN,Samsung SM-J701F,20.47.14 (100306-349456378),samsung,4G,1280,720,xhdpi
9e20c5e0-2303-421d-ad25-42be787d6207,modeling,0,0,37008.49,1227.29,0,39,32353.04,0,0,1,30000,18907.33,1122.94,0,311.9,15.42,0,2.14,0,0,0,0,0,205497.68,1638,1,0,,205497.68,0,37008.49,0.7,1.94,0,0,0,0,0,7398.111714,17647.11,0,28143.22,0,1894.48,0,0,0,0,10456.2,0,0,OPPO,Jio 4G,OPPO CPH2061,20.50.16 (150408-351607135),OPPO,Unknown_0,2158,1080,xxhdpi
a74cb595-8bef-4ab6-914b-e18da26abbe7,modeling,1,1,36421.37,2950.96,0,106,64538.22,0,0,2,200000,3100,1233.38,0,170.22,233,13,2.44,0,0,0,0,0,158692.75,11200,1,0,3.84,246587.13,0,30330.79,0.51,1.02,0,0,0,4,12,14435.19204,32816.04,0,21290.8,0,1157.55,0,0,0,0,3265.65,0,0,xiaomi,Jio 4G,Xiaomi Redmi Note 4,20.47.14 (040408-349456378),Xiaomi,4G,1920,1080,xxhdpi
a80f835b-b6bd-46c8-8d24-e586997a35a5,modeling,0,0,147248.24,7296.21,0,214,68884,0,0,1,0,0,1442.28,0,5926,20054,0,1.25,0,0,0,0,0,263936.53,28275,0,0,,263936.53,0,147248.24,3.51,0.88,0,0,0,0,0,535424.6735,35025.76,0,51692.53,0,4908.27,0,0,0,0,4245.17,0,0,xiaomi,,Xiaomi Redmi Note 4,20.45.16 (040408-344294571),Xiaomi,Wifi,1920,1080,xxhdpi
abb0b9c1-ddde-4e9d-b77d-f5fc2a0071f9,modeling,1,1,5819.67,220,0,18,2597.5,0,0,0,0,4340.51,122.93,0,25,597.5,6,0.28,1,0,0,0,0,22495.95,8831.66,0,0,0.79,22495.95,0,5819.67,0.22,1.03,0,1,0,0,0,,1343.53,0,3701.28,0,264.11,0,0,0,0,,0,0,OPPO,Vi India,OPPO CPH2083,20.36.15 (100406-333172415),OPPO,4G,1376,720,xhdpi
b9aea777-774e-4d58-ae81-d9aa51a100d0,modeling,0,0,45992.09,253.03,1,190,5673.78,0,0,1,0,2410.88,1525.65,0,0.28,398.28,11,0.12,0,0,0,0,0,217382.66,0,0,0,0.11,280718.8,0,45992.09,1.37,1.04,0,0,0,0,0,1796.978905,5673.78,0,32643.85,0,1863.95,0,0,0,0,169,0,0,OPPO,Jio 4G,OPPO RMX1801,20.50.16 (120408-351607135),OPPO,Wifi,2132,1080,xxhdpi
c552e961-6004-4030-a4cd-a03e297efb17,modeling,0,0,23177.41,282.2,0,89,12516.59,0,0,2,0,12200.44,569.43,0,56,120,0,1.2,0,0,0,0,0,75514.61,5235,0,0,1.15,104775.52,0,23177.41,0.72,1.01,0,0,0,0,0,3417.728717,12516.59,0,13178.26,0,772.58,0,0,0,0,2000.5,0,0,realme,Jio 4G,Realme RMX2040,20.50.16 (120406-351607135),realme,Wifi,1456,720,xhdpi
d0fd7d8e-3b93-4b91-9c1b-ec979de496e6,modeling,0,0,21169.38,2326.91,0,83,17380,0,,3,200000,3000,518.19,0,0.23,17050,9,0.19,1,0,0,0,0,43627.31,5975,1,0,0.09,189077.8,1,43132.17,0.23,0.9,0,0,0,0,0,,8837.29,0,14561.45,0,1437.74,0,0,0,0,7652.5,0,0,xiaomi,Jio 4G,Xiaomi Redmi Note 6 Pro,20.50.16 (100400-351607135),Xiaomi,4G,2062,1080,xhdpi
d5c4e6fc-82e4-4a32-86fa-df3bb0e751e2,modeling,0,0,28914.24,10722.11,0,40,34267.95,0,0,1,0,0,293.78,0,20372,375.99,0,1.93,0,0,0,0,0,53761.75,11970,0,0,,53761.75,0,28914.24,1.43,0.96,0,0,0,0,0,16732.33521,18035.76,0,18035.76,0,1996.46,0,0,0,0,1146.61,0,0,vivo,Jio 4G,Vivo V2029,20.50.16 (120406-351607135),vivo,Unknown_0,1459,720,xhdpi
